MATCHKEY,CITYLABEL,FREQ,LAT,LNG,TYPE,STATEEMP,STATEWORK,NATEMP,NATWORK
FORT WAYNE-IN,"FORT WAYNE, IN",2,41.0799898,-85.13860150000001,"State Top Employer, State Top Employer",True,False,False,False
HARLEM-MT,"HARLEM, MT",2,48.530953000000004,-108.78636399999999,"State Top Employer, State Top Employer",True,False,False,False
FRANKFORT-KY,"FRANKFORT, KY",2,38.2009055,-84.8732836,"State Top Employer, State Top Employer",True,False,False,False
CHANTILLY-VA,"CHANTILLY, VA",2,38.8943792,-77.4305118,"National Top Employer, State Top Employer",True,False,True,False
BARTLESVILLE-OK,"BARTLESVILLE, OK",2,36.7494864,-95.9782966,"State Top Employer, State Top Employer",True,False,False,False
HAMDEN-CT,"HAMDEN, CT",2,41.3959287,-72.89687159999998,"State Top Employer, State Top Employer",True,False,False,False
FRANKLIN-TN,"FRANKLIN, TN",2,35.925064,-86.86889000000001,"State Top Employer, State Top Employer",True,False,False,False
HAINES-AK,"HAINES, AK",2,59.08312320000001,-135.3430573,"State Top Employer, State Top Employer",True,False,False,False
GURABO-PR,"GURABO, PR",2,18.228969,-65.986003,"State Top Employer, State Top Employer",True,False,False,False
GUAYNABO-PR,"GUAYNABO, PR",2,18.3619415,-66.1054497,"State Top Employer, State Top Employer",True,False,False,False
GREER-SC,"GREER, SC",2,34.9381361,-82.2272119,"State Top Employer, State Top Employer",True,False,False,False
CONCORDIA-KS,"CONCORDIA, KS",2,39.571543,-97.661141,"State Top Employer, State Top Employer",True,False,False,False
GREENWICH-CT,"GREENWICH, CT",2,41.0264862,-73.6284598,"State Top Employer, State Top Employer",True,False,False,False
GAITHERSBURG-MD,"GAITHERSBURG, MD",2,39.143440600000005,-77.2013705,"State Top Employer, State Top Employer",True,False,False,False
BIRMINGAHM-AL,"BIRMINGAHM, AL",2,33.520661,-86.80249,"State Top Employer, State Top Employer",True,False,False,False
GARNETT-KS,"GARNETT, KS",2,38.2805772,-95.2419192,"State Top Employer, State Top Employer",True,False,False,False
HANCOCK-VT,"HANCOCK, VT",2,43.9261752,-72.8412203,"State Top Employer, State Top Employer",True,False,False,False
ASHLEY-ND,"ASHLEY, ND",2,46.034141,-99.371503,"State Top Employer, State Top Employer",True,False,False,False
EASLEY-SC,"EASLEY, SC",2,34.826927600000005,-82.5817053,"State Top Employer, State Top Employer",True,False,False,False
GOODLAND-KS,"GOODLAND, KS",2,39.350833,-101.7101722,"State Top Employer, State Top Employer",True,False,False,False
COLUMBIA-MD,"COLUMBIA, MD",2,39.2156213,-76.85820490000002,"State Top Employer, State Top Employer",True,False,False,False
JAY-VT,"JAY, VT",2,44.947973299999994,-72.43796009999998,"State Top Employer, State Top Employer",True,False,False,False
COLORADO SPRINGS-CO,"COLORADO SPRINGS, CO",2,38.8339578,-104.8253485,"State Top Employer, State Top Employer",True,False,False,False
CHOCTAW-OK,"CHOCTAW, OK",2,34.0246234,-95.52055,"State Top Employer, State Top Employer",True,False,False,False
ADDISON-TX,"ADDISON, TX",2,32.9604305,-96.8302600315605,"National Top Employer, National Top Worksite",False,False,True,True
DAVENPORT-IA,"DAVENPORT, IA",2,41.5236436,-90.57763680000001,"State Top Employer, State Top Employer",True,False,False,False
DAYTON-OH,"DAYTON, OH",2,39.758947799999994,-84.1916069,"State Top Employer, State Top Employer",True,False,False,False
CODY-WY,"CODY, WY",2,44.5263107,-109.0563923,"State Top Employer, State Top Employer",True,False,False,False
KALISPELL-MT,"KALISPELL, MT",2,48.202256299999995,-114.31671170000001,"State Top Employer, State Top Employer",True,False,False,False
ITTA BENA-MS,"ITTA BENA, MS",2,33.49512,-90.3198067,"State Top Employer, State Top Employer",True,False,False,False
ANGEL FIRE-NM,"ANGEL FIRE, NM",2,36.3930879,-105.2850091,"State Top Employer, State Top Employer",True,False,False,False
ARDMORE-OK,"ARDMORE, OK",2,34.1742611,-97.1436254,"State Top Employer, State Top Employer",True,False,False,False
DOTHAN-AL,"DOTHAN, AL",2,31.223231300000002,-85.39048890000001,"State Top Employer, State Top Employer",True,False,False,False
INDIANOLA-MS,"INDIANOLA, MS",2,33.45095130000001,-90.6550917,"State Top Employer, State Top Employer",True,False,False,False
CROWN POINT-IN,"CROWN POINT, IN",2,41.4169806,-87.3653136,"State Top Employer, State Top Employer",True,False,False,False
CHRISTIANSTED-VI,"CHRISTIANSTED, VI",2,17.743948100000004,-64.7079823,"State Top Employer, State Top Employer",True,False,False,False
AIKEN-SC,"AIKEN, SC",2,33.5598586,-81.721952,"State Top Employer, State Top Employer",True,False,False,False
MOSCOW-ID,"MOSCOW, ID",3,46.7323875,-117.00016509999999,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BISMARCK-ND,"BISMARCK, ND",3,46.808327,-100.783739,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ROCKLEDGE-FL,"ROCKLEDGE, FL",3,28.312799,-80.72076512779671,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
GAINESVILLE-FL,"GAINESVILLE, FL",3,29.651939600000002,-82.32499609999999,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MORRISVILLE-VT,"MORRISVILLE, VT",3,44.557959999999994,-72.593448521619,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MORRISVILLE-NC,"MORRISVILLE, NC",3,35.823483,-78.8255621,"National Top Worksite, State Top Employer, State Top Employer",True,False,False,True
ROGERS-AR,"ROGERS, AR",3,36.33202,-94.118537,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CUMBERLAND-RI,"CUMBERLAND, RI",3,41.9667656,-71.4328363,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BLOOMINGTON-IN,"BLOOMINGTON, IN",3,39.1670396,-86.5342881,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DOVER-DE,"DOVER, DE",3,39.158167999999996,-75.5243682,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ROCHESTER-MN,"ROCHESTER, MN",3,44.023326899999994,-92.4630215,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
TEMPE-AZ,"TEMPE, AZ",3,33.4144139,-111.90944740000002,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DANBURY-CT,"DANBURY, CT",3,41.394816999999996,-73.45401109999999,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
STOWE-VT,"STOWE, VT",3,44.465374100000005,-72.6860186,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RAPID CITY-SD,"RAPID CITY, SD",3,44.081176,-103.22800600000001,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
KENNER-LA,"KENNER, LA",3,38.64588079999999,-88.5681062,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PRESQUE ISLE-ME,"PRESQUE ISLE, ME",3,46.681478999999996,-68.016357,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
POCATELLO-ID,"POCATELLO, ID",3,42.86886129999999,-112.4401098,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
OPELIKA-AL,"OPELIKA, AL",3,32.72667,-85.39249304591841,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MONROEVILLE-PA,"MONROEVILLE, PA",3,40.4211798,-79.78810250000001,"National Top Employer, State Top Employer, State Top Employer",True,False,True,False
DRAPER-UT,"DRAPER, UT",3,40.5246711,-111.8638226,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PINE BLUFF-AR,"PINE BLUFF, AR",3,34.2284312,-92.00319549999999,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SALEM-NH,"SALEM, NH",3,42.788422600000004,-71.20089329999999,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NAUGATUCK-CT,"NAUGATUCK, CT",3,41.4860186,-73.0509432,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MYRTLE BEACH-SC,"MYRTLE BEACH, SC",3,33.6956461,-78.89004090000002,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
COLUMBIA-MO,"COLUMBIA, MO",3,38.951883,-92.3337366,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
WHITE RIVER JUNCTION-VT,"WHITE RIVER JUNCTION, VT",3,43.64651,-72.326431,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LEHI-UT,"LEHI, UT",3,40.3880902,-111.8491619,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MISSISSIPPI STATE-MS,"MISSISSIPPI STATE, MS",3,33.91501455,-89.17039955,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BECKLEY-WV,"BECKLEY, WV",3,37.778170200000005,-81.18815570000001,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
WESTBOROUGH-MA,"WESTBOROUGH, MA",3,42.269430799999995,-71.6129907,"National Top Employer, State Top Employer, State Top Employer",True,False,True,False
MANCHESTER-CT,"MANCHESTER, CT",3,41.78125595,-72.5306356506776,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ALEXANDRIA-LA,"ALEXANDRIA, LA",3,31.311294,-92.445137,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LEXINGTON-KY,"LEXINGTON, KY",3,38.0464066,-84.4970393,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
GREENVILLE-DE,"GREENVILLE, DE",3,39.7782105,-75.6059843220723,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HOLLY SPRINGS-MS,"HOLLY SPRINGS, MS",3,34.7675967,-89.4486894,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
URBANDALE-IA,"URBANDALE, IA",3,41.6274552,-93.7380624,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
JAY-ME,"JAY, ME",3,44.504341,-70.21637,"State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CLEMSON-SC,"CLEMSON, SC",4,34.685074900000004,-82.83641109999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BUTTE-MT,"BUTTE, MT",4,46.0131505,-112.53650890000002,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SOUTHFIELD-MI,"SOUTHFIELD, MI",4,42.473368900000004,-83.2218731,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NORWALK-CT,"NORWALK, CT",4,41.1175966,-73.4078968,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CARIBOU-ME,"CARIBOU, ME",4,46.860556700000004,-68.0119677,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ST THOMAS-VI,"ST THOMAS, VI",4,18.34290815,-64.91889970060271,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ORONO-ME,"ORONO, ME",4,44.883607,-68.672791,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ANN ARBOR-MI,"ANN ARBOR, MI",4,42.268156899999994,-83.7312291,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LOS ALAMOS-NM,"LOS ALAMOS, NM",4,35.881400899999996,-106.29899579999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MANCHESTER-NH,"MANCHESTER, NH",4,42.995639700000005,-71.4547891,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BROOKFIELD-WI,"BROOKFIELD, WI",4,43.0605671,-88.1064787,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
AURORA-CO,"AURORA, CO",4,39.729432,-104.8319196,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
GLASTONBURY-CT,"GLASTONBURY, CT",4,41.7123218,-72.60814599999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MONTPELIER-VT,"MONTPELIER, VT",4,44.260445000000004,-72.575684,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LAWRENCE-KS,"LAWRENCE, KS",4,38.9719384,-95.2359496,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MIDDLEBURY-VT,"MIDDLEBURY, VT",4,44.007273600000005,-73.1633010541542,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
KNOXVILLE-TN,"KNOXVILLE, TN",4,35.960394799999996,-83.92102609999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BIDDEFORD-ME,"BIDDEFORD, ME",4,43.4925843,-70.4533844,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HANOVER-NH,"HANOVER, NH",4,43.703621999999996,-72.288666,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ABERDEEN-SD,"ABERDEEN, SD",4,45.464980499999996,-98.487813,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RTP-NC,"RTP, NC",4,35.856549,-78.877021,"National Top Employer, National Top Employer, National Top Employer, National Top Employer",False,False,True,False
MAYAGUEZ-PR,"MAYAGUEZ, PR",4,18.17413625,-67.1518489866115,"State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RESTON-VA,"RESTON, VA",4,38.9584018,-77.3579743,"National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
SOMERSET-NJ,"SOMERSET, NJ",5,40.567508399999994,-74.61895559999999,"National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, State Top Employer",True,False,True,True
MONROE-LA,"MONROE, LA",5,38.272231299999994,-90.1792484,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LIVONIA-MI,"LIVONIA, MI",5,42.36837,-83.3527097,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SOUTH JORDAN-UT,"SOUTH JORDAN, UT",5,40.5621704,-111.929658,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SOUTH PORTLAND-ME,"SOUTH PORTLAND, ME",5,43.6414716,-70.2408811,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
EAST HARTFORD-CT,"EAST HARTFORD, CT",5,41.7623342,-72.6204092070236,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
WICHITA-KS,"WICHITA, KS",5,37.6922361,-97.3375448,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
ASHBURN-VA,"ASHBURN, VA",5,39.043719200000005,-77.48748990000001,"National Top Employer, National Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
BANGOR-ME,"BANGOR, ME",5,44.801613,-68.771226,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RALEIGH-NC,"RALEIGH, NC",5,35.7803977,-78.63909890000001,"National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
BOULDER-CO,"BOULDER, CO",5,40.0149856,-105.2705456,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
JACKSONVILLE-FL,"JACKSONVILLE, FL",5,30.3321838,-81.655651,"National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
DEARBORN-MI,"DEARBORN, MI",5,42.3222599,-83.1763145,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
WOODBRIDGE-NJ,"WOODBRIDGE, NJ",5,40.55418,-74.2860007694445,"National Top Employer, National Top Employer, National Top Worksite, State Top Employer, State Top Employer",True,False,True,True
CLEVELAND-OH,"CLEVELAND, OH",5,41.5051613,-81.6934446,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
CHESTERFIELD-MO,"CHESTERFIELD, MO",5,38.6560565,-90.5742029,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PORTSMOUTH-NH,"PORTSMOUTH, NH",5,43.071755200000005,-70.7625532,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
SHREVEPORT-LA,"SHREVEPORT, LA",5,32.522182799999996,-93.7651944,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
HAMILTON-MT,"HAMILTON, MT",5,46.248886,-114.15433200000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RICHARDSON-TX,"RICHARDSON, TX",5,32.9481789,-96.7297206,"National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite",False,False,True,True
LEBANON-NH,"LEBANON, NH",5,43.643032,-72.251587,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
MILPITAS-CA,"MILPITAS, CA",5,37.4282724,-121.90662379999999,"National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite",False,False,True,True
DORAL-FL,"DORAL, FL",6,25.818472500000002,-80.3539679130979,"National Top Employer, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
LINCOLN-NE,"LINCOLN, NE",6,40.8,-96.66782099999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
LAS CRUCES-NM,"LAS CRUCES, NM",6,32.3140354,-106.7798078,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
DOVER-NH,"DOVER, NH",6,43.198057,-70.87391579999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
RIDGELAND-MS,"RIDGELAND, MS",6,32.4284761,-90.13230870000001,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
PONCE-PR,"PONCE, PR",6,18.007633,-66.5382551,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
