quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2017Q3,CERTIFIED,AR,268,269,18500.0,71473.0,360000.0,23910.0,100554.0,264056.0,5,45291,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,134,50.0
2017Q3,CERTIFIED,AZ,631,656,10400.0,64416.0,600000.0,20800.0,80102.0,269027.0,5,54151,SOFTWARE ENGINEER,PHOENIX-AZ,435,68.94
2017Q3,CERTIFIED,CA,14337,40161,11180.0,74143.0,425000.0,22360.0,96705.0,273333.0,5,54151,SOFTWARE ENGINEER,SAN FRANCISCO-CA,10324,72.01
2017Q3,CERTIFIED,CO,543,549,18000.0,72403.0,416000.0,18949.0,88347.0,284211.0,5,54151,SOFTWARE DEVELOPER,DENVER-CO,290,53.41
2017Q3,CERTIFIED,CT,865,1590,17500.0,61952.0,2000000.0,17555.0,81408.0,230235.0,5,54151,PROGRAMMER ANALYST,EAST HARTFORD-CT,391,45.2
2017Q3,CERTIFIED,DC,319,468,14040.0,64679.0,975000.0,22464.0,77409.0,212430.0,5,54161,PHYSICIAN (INTERNAL MEDICINE),WASHINGTON-DC,239,74.92
2017Q3,CERTIFIED,DE,341,341,16640.0,52363.0,190000.0,31387.0,77443.0,252304.0,5,54151,PROGRAMMER ANALYST,WILMINGTON-DE,95,27.86
2017Q3,CERTIFIED,FL,2937,5244,10400.0,56730.0,305250.0,19344.0,74212.0,331843.0,5,54151,ADVISORY SENIOR ASSOCIATE,TAMPA-FL,1254,42.7
2017Q3,CERTIFIED,GA,2392,2543,15591.0,51680.0,375000.0,21174.0,73634.0,272314.0,5,54151,PROGRAMMER ANALYST,ATLANTA-GA,1220,51.0
2017Q3,CERTIFIED,GU,47,47,14040.0,35607.0,200000.0,26478.0,48077.0,194480.0,5,54121,ACCOUNTANT,TAMUNING-GU,47,100.0
2017Q3,CERTIFIED,HI,42,45,19219.0,52823.0,203500.0,21216.0,62872.0,223288.0,5,61131,ASSISTANT PROFESSOR,HONOLULU-HI,40,95.24
2017Q3,CERTIFIED,IA,281,281,8528.0,64394.0,312500.0,17000.0,79780.0,232024.0,5,54151,SOFTWARE ENGINEER,WEST DES MOINES-IA,170,60.5
2017Q3,CERTIFIED,ID,78,78,14000.0,52066.0,150000.0,17390.0,79814.0,173035.0,5,33441,FIRMWARE TEST ENGINEER,BOISE-ID,48,61.54
2017Q3,CERTIFIED,IL,5876,8172,14560.0,52348.0,900000.0,20110.0,79999.0,270546.0,5,5416,PROGRAMMER/DEVELOPER 2,CHICAGO-IL,2035,34.63
2017Q3,CERTIFIED,IN,385,397,14278.0,58005.0,375000.0,21840.0,75901.0,231026.0,5,54151,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,253,65.71
2017Q3,CERTIFIED,KS,249,251,12137.0,58353.0,343750.0,16973.0,72924.0,199451.0,5,54151,PROGRAMMER ANALYST,OVERLAND PARK-KS,155,62.25
2017Q3,CERTIFIED,KY,357,448,10490.0,54171.0,293600.0,20980.0,74037.0,207314.0,5,54151,PHYSICAL THERAPIST,LOUISVILLE-KY,107,29.97
2017Q3,CERTIFIED,LA,199,199,15000.0,62656.0,309000.0,28220.0,74907.0,269000.0,5,54151,SOFTWARE ENGINEER,NEW ORLEANS-LA,159,79.9
2017Q3,CERTIFIED,MA,3353,3462,13750.0,68584.0,425000.0,24003.0,82635.0,267800.0,5,54151,SOFTWARE DEVELOPER,BOSTON-MA,1955,58.31
2017Q3,CERTIFIED,MD,5211,5465,13520.0,73637.0,300000.0,20946.0,67465.0,242986.0,5,54151,DEVELOPER,ROCKVILLE-MD,751,14.41
2017Q3,CERTIFIED,ME,68,68,14560.0,77911.0,375000.0,24960.0,82037.0,187200.0,5,62211,CARDIOLOGIST,PORTLAND-ME,52,76.47
2017Q3,CERTIFIED,MI,3995,4128,15665.0,46348.0,350405.0,21570.0,74632.0,300810.0,5,54151,PROGRAMMER ANALYST,TROY-MI,1694,42.4
2017Q3,CERTIFIED,MN,648,655,13500.0,66951.0,258596.0,19480.0,82623.0,295173.0,5,54151,SOFTWARE ENGINEER,MINNEAPOLIS-MN,450,69.44
2017Q3,CERTIFIED,MO,718,769,15000.0,71634.0,1175000.0,25880.0,80003.0,271003.0,5,54151,PROGRAMMER ANALYST,ST. LOUIS-MO,426,59.33
2017Q3,CERTIFIED,MS,87,87,16000.0,78543.0,325000.0,24523.0,94453.0,279531.0,5,61131,ASSISTANT PROFESSOR,JACKSON-MS,75,86.21
2017Q3,CERTIFIED,MT,17,17,18425.0,89465.0,248600.0,36150.0,119385.0,207667.0,6,61131,MEDICAL ONCOLOGIST,BILLINGS-MT,12,70.59
2017Q3,CERTIFIED,NC,1919,1928,13205.0,67735.0,654500.0,15080.0,77443.0,226138.0,5,54151,SOFTWARE ENGINEER,DURHAM-NC,647,33.72
2017Q3,CERTIFIED,ND,33,33,16022.0,47922.0,212500.0,26537.0,69375.0,280735.0,5,62211,MEDICAL TECHNOLOGIST,FARGO-ND,31,93.94
2017Q3,CERTIFIED,NE,210,210,16000.0,69738.0,330000.0,31824.0,79555.0,199389.0,5,54151,SOFTWARE ENGINEER,OMAHA-NE,121,57.62
2017Q3,CERTIFIED,NH,162,164,22500.0,52354.0,243089.0,28829.0,78760.0,187000.0,5,54151,SOFTWARE ENGINEER,NASHUA-NH,84,51.85
2017Q3,CERTIFIED,NJ,11858,14632,11125.0,52780.0,65520000.0,17181.0,74581.0,231899.0,5,54151,PROGRAMMER ANALYST,EDISON-NJ,3152,26.58
2017Q3,CERTIFIED,NM,94,94,15205.0,87279.0,500000.0,27644.0,82899.0,208978.0,5,54151,STAFF CONUSLTANT,ALBUQUERQUE-NM,71,75.53
2017Q3,CERTIFIED,NV,135,135,16000.0,70017.0,650000.0,31096.0,87521.0,264389.0,5,54151,SENIOR SOFTWARE ENGINEER,LAS VEGAS-NV,88,65.19
2017Q3,CERTIFIED,NY,6388,12616,9994.0,61038.0,600000.0,18720.0,83057.0,289411.0,5,54151,PHYSICAL THERAPIST,NEW YORK-NY,4638,72.6
2017Q3,CERTIFIED,OH,1569,2252,15000.0,58613.0,891484.0,18300.0,75895.0,240282.0,5,54151,PROGRAMMER ANALYST,COLUMBUS-OH,1016,64.75
2017Q3,CERTIFIED,OK,169,170,16526.0,65326.0,488000.0,25210.0,74063.0,272958.0,5,61131,ASSISTANT PROFESSOR,OKLAHOMA CITY-OK,150,88.76
2017Q3,CERTIFIED,OR,247,296,13749.0,63223.0,359520.0,26333.0,84333.0,224820.0,5,54151,ASSISTANT PROFESSOR,PORTLAND-OR,210,85.02
2017Q3,CERTIFIED,PA,3947,26947,11471.0,58247.0,712500.0,22250.0,79119.0,275725.0,5,54161,SENIOR CONSULTANT,PHILADELPHIA-PA,1567,39.7
2017Q3,CERTIFIED,PR,78,83,10000.0,58204.0,80000.0,16837.0,43590.0,86674.0,5,54161,PROGRAMMER ANALYST,SAN JUAN-PR,71,91.03
2017Q3,CERTIFIED,RI,170,171,17202.0,73302.0,165942.0,28621.0,80643.0,197080.0,5,44611,SOFTWARE ENGINEER,WOONSOCKET-RI,100,58.82
2017Q3,CERTIFIED,SC,202,211,10026.0,57395.0,475000.0,18741.0,73342.0,283213.0,5,54151,PROGRAMMER ANALYST,COLUMBIA-SC,151,74.75
2017Q3,CERTIFIED,SD,25,25,19020.0,62589.0,167650.0,38040.0,82816.0,188614.0,5,61131,STAFF SCIENTIST,SIOUX FALLS-SD,23,92.0
2017Q3,CERTIFIED,TN,731,905,12000.0,73120.0,400000.0,23540.0,76027.0,264742.0,5,3336,SYSTEMS ANALYST,NASHVILLE-TN,422,57.73
2017Q3,CERTIFIED,TX,12232,24030,8320.0,48482.0,951250.0,15080.0,76602.0,241134.0,5,54151,PROGRAMMER ANALYST,PLANO-TX,4848,39.63
2017Q3,CERTIFIED,UT,258,258,10608.0,48256.0,175000.0,20400.0,73393.0,185494.0,5,61131,AIRLINE PILOT,SALT LAKE CITY-UT,216,83.72
2017Q3,CERTIFIED,VA,2804,4533,14092.0,55878.0,250000.0,17820.0,77437.0,267197.0,5,54151,PROGRAMMER ANALYST,HERNDON-VA,1267,45.19
2017Q3,CERTIFIED,VI,6,6,21954.0,25628.0,30000.0,26040.0,33859.0,43909.0,5,44831,ACCOUNTANT,ST. THOMAS-VI,6,100.0
2017Q3,CERTIFIED,VT,92,92,24440.0,65539.0,599760.0,37794.0,95423.0,239366.0,5,54151,SOFTWARE ENGINEER,SOUTH BURLINGTON-VT,30,32.61
2017Q3,CERTIFIED,WA,3103,3185,17080.0,73392.0,379397.0,22980.0,96369.0,278200.0,5,45411,SOFTWARE ENGINEER,SEATTLE-WA,2223,71.64
2017Q3,CERTIFIED,WI,492,523,13822.0,76688.0,546025.0,25667.0,81564.0,242050.0,5,54151,SOFTWARE ENGINEER,MILWAUKEE-WI,269,54.67
2017Q3,CERTIFIED,WV,52,52,19000.0,91715.0,285000.0,18658.0,88342.0,234728.0,5,61131,ASSISTANT PROFESSOR,MORGANTOWN-WV,45,86.54
2017Q3,CERTIFIED,WY,15,15,15000.0,77574.0,289120.0,29536.0,81954.0,208000.0,5,61131,POST DOCTORAL ASSOCIATE,LARAMIE-WY,12,80.0
2017Q3,CERTIFIED-WITHDRAWN,AK,6,6,24544.0,47604.0,99788.0,36275.0,58209.0,79851.0,5,61131,RESEARCH ASSOCIATE,FAIRBANKS-AK,5,83.33
2017Q3,CERTIFIED-WITHDRAWN,AL,14,14,23702.0,63564.0,175000.0,40706.0,88228.0,187200.0,5,61131,HOSPITALIST,HUNTSVILLE-AL,12,85.71
2017Q3,CERTIFIED-WITHDRAWN,AR,136,136,19200.0,49518.0,225000.0,31200.0,78273.0,190195.0,5,45291,MEDICAL RESIDENT / FELLOW,BENTONVILLE-AR,76,55.88
2017Q3,CERTIFIED-WITHDRAWN,AZ,143,143,17500.0,56804.0,157500.0,29162.0,77832.0,169820.0,5,54151,SOFTWARE ENGINEER,CHANDLER-AZ,78,54.55
2017Q3,CERTIFIED-WITHDRAWN,CA,2334,2947,15000.0,73512.0,353500.0,28933.0,92153.0,240469.0,5,54151,SOFTWARE ENGINEER,MOUNTAIN VIEW-CA,1891,81.02
2017Q3,CERTIFIED-WITHDRAWN,CO,330,361,16740.0,69652.0,186773.0,33170.0,83237.0,157394.0,5,5415,PROGRAMMER ANALYST,GREENWOOD VILLAGE-CO,70,21.21
2017Q3,CERTIFIED-WITHDRAWN,CT,213,217,20682.0,54552.0,173225.0,37440.0,70118.0,206024.0,5,54151,PROGRAMMER ANALYST,MANCHESTER-CT,115,53.99
2017Q3,CERTIFIED-WITHDRAWN,DC,33,33,18730.0,59675.0,250000.0,35131.0,69375.0,223850.0,5,61131,ENTERPRISE SYSTEMS ANALYST,WASHINGTON-DC,26,78.79
2017Q3,CERTIFIED-WITHDRAWN,DE,30,30,29500.0,39800.0,77500.0,56950.0,73290.0,121909.0,5,54151,PROGRAMMER ANALYST,GREENVILLE-DE,18,60.0
2017Q3,CERTIFIED-WITHDRAWN,FL,622,780,16255.0,42214.0,180132.0,31304.0,65188.0,211474.0,5,54151,SOFTWARE DEVELOPER,DORAL-FL,481,77.33
2017Q3,CERTIFIED-WITHDRAWN,GA,555,577,16450.0,43208.0,187500.0,26083.0,63891.0,154565.0,5,54151,PROGRAMMER ANALYST,ATLANTA-GA,342,61.62
2017Q3,CERTIFIED-WITHDRAWN,GU,1,1,16567.0,16567.0,16567.0,33134.0,33134.0,33134.0,2,23622,ACCOUNTANT,BARRIGADA-GU,1,100.0
2017Q3,CERTIFIED-WITHDRAWN,HI,11,11,18595.0,38393.0,83652.0,31554.0,51496.0,75720.0,5,61131,ASSOCIATE PROFESSOR,HONOLULU-HI,10,90.91
2017Q3,CERTIFIED-WITHDRAWN,IA,47,47,18266.0,62894.0,330000.0,32718.0,67102.0,157186.0,5,61131,SOFTWARE ENGINEER,CEDAR RAPIDS-IA,34,72.34
2017Q3,CERTIFIED-WITHDRAWN,ID,7,7,21250.0,54302.0,117500.0,17060.0,62770.0,96824.0,5,54151,SR. USER EXPERIENCE DESIGNER,BOISE-ID,5,71.43
2017Q3,CERTIFIED-WITHDRAWN,IL,1105,1192,13275.0,42282.0,266000.0,26520.0,64647.0,190195.0,5,54151,PROGRAMMER ANALYST,SPRINGFIELD-IL,579,52.4
2017Q3,CERTIFIED-WITHDRAWN,IN,83,83,16000.0,55282.0,160000.0,17130.0,62470.0,161346.0,5,61131,POSTDOCTORAL FELLOW,INDIANAPOLIS-IN,76,91.57
2017Q3,CERTIFIED-WITHDRAWN,KS,29,29,21000.0,51299.0,117416.0,36338.0,60680.0,104832.0,5,61131,ASSISTANT PROFESSOR,KANSAS CITY-KS,23,79.31
2017Q3,CERTIFIED-WITHDRAWN,KY,131,131,20500.0,44775.0,275000.0,34403.0,68885.0,234978.0,5,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,27,20.61
2017Q3,CERTIFIED-WITHDRAWN,LA,29,29,21210.0,40701.0,99882.0,33340.0,53000.0,93870.0,5,61131,ASSISTANT PROFESSOR,NEW ORLEANS-LA,24,82.76
2017Q3,CERTIFIED-WITHDRAWN,MA,528,546,19250.0,55134.0,195333.0,26936.0,68975.0,190923.0,5,54151,PROGRAMMER ANALYST,BOSTON-MA,389,73.67
2017Q3,CERTIFIED-WITHDRAWN,MD,250,260,17278.0,47507.0,160000.0,27165.0,63361.0,159370.0,5,54151,RESEARCH ASSOCIATE,BALTIMORE-MD,148,59.2
2017Q3,CERTIFIED-WITHDRAWN,ME,6,6,22932.0,50118.0,76000.0,42723.0,57918.0,70325.0,4,51121,ETL DEVELOPER,PORTLAND-ME,4,66.67
2017Q3,CERTIFIED-WITHDRAWN,MI,659,710,16750.0,42215.0,175000.0,26416.0,66852.0,169333.0,5,54151,PROGRAMMER ANALYST,TROY-MI,411,62.37
2017Q3,CERTIFIED-WITHDRAWN,MN,192,201,24881.0,44653.0,258596.0,34757.0,72572.0,187200.0,5,54151,SOFTWARE DEVELOPER,APPLE VALLEY-MN,94,48.96
2017Q3,CERTIFIED-WITHDRAWN,MO,195,195,18325.0,40352.0,137500.0,21507.0,64872.0,152776.0,5,54151,SOFTWARE ENGINEER,NORTH KANSAS CITY-MO,167,85.64
2017Q3,CERTIFIED-WITHDRAWN,MS,16,16,16000.0,53821.0,150000.0,28725.0,69276.0,187200.0,4,61131,ASSISTANT PROFESSOR,JACKSON-MS,16,100.0
2017Q3,CERTIFIED-WITHDRAWN,MT,2,2,20500.0,40249.0,59998.0,40914.0,80070.0,119226.0,6,31599,INTERNATIONAL SPONSORED STUDENT PROGRAM SPECIALIST,MISSOULA-MT,1,50.0
2017Q3,CERTIFIED-WITHDRAWN,NC,307,307,15382.0,54519.0,218600.0,26572.0,72301.0,187200.0,5,54151,SOFTWARE ENGINEER,DURHAM-NC,102,33.22
2017Q3,CERTIFIED-WITHDRAWN,ND,5,5,29307.0,64648.0,100000.0,46550.0,84044.0,129354.0,6,62211,FAMILY MEDICINE PHYSICIAN,FARGO-ND,5,100.0
2017Q3,CERTIFIED-WITHDRAWN,NE,53,53,21143.0,80778.0,180000.0,42286.0,80199.0,122533.0,5,54151,SOFTWARE ENGINEER,OMAHA-NE,22,41.51
2017Q3,CERTIFIED-WITHDRAWN,NH,35,35,22500.0,45351.0,117500.0,28829.0,67057.0,162094.0,5,54151,PROGRAMMER ANALYST,SALEM-NH,17,48.57
2017Q3,CERTIFIED-WITHDRAWN,NJ,2580,6506,12095.0,38201.0,288000.0,24190.0,67691.0,213928.0,5,54151,PROGRAMMER ANALYST,EAST BRUNSWICK-NJ,1004,38.91
2017Q3,CERTIFIED-WITHDRAWN,NM,3,3,17175.0,19367.0,22500.0,34350.0,38733.0,45000.0,5,61111,MATH TEACHER,ALBUQUERQUE-NM,3,100.0
2017Q3,CERTIFIED-WITHDRAWN,NV,19,19,19209.0,92380.0,450000.0,38418.0,92482.0,235165.0,5,72112,SENIOR PROGRAMMER ANALYST,LAS VEGAS-NV,14,73.68
2017Q3,CERTIFIED-WITHDRAWN,NY,745,876,13200.0,64470.0,400000.0,22173.0,81984.0,231899.0,5,52311,PROGRAMMER ANALYST,NEW YORK-NY,539,72.35
2017Q3,CERTIFIED-WITHDRAWN,OH,181,337,17732.0,41360.0,157500.0,26187.0,64477.0,123552.0,5,54151,PROGRAMMER ANALYST,DUBLIN-OH,98,54.14
2017Q3,CERTIFIED-WITHDRAWN,OK,7,7,15018.0,139795.0,376500.0,30035.0,100299.0,272958.0,4,62211,"INTERNAL MEDICINE PHYSICIAN (ONCOLOGIST, HEMATOLOG",LAWTON-OK,7,100.0
2017Q3,CERTIFIED-WITHDRAWN,OR,86,86,19386.0,51199.0,119476.0,37090.0,71377.0,203964.0,5,61131,ASSISTANT PROFESSOR,PORTLAND-OR,73,84.88
2017Q3,CERTIFIED-WITHDRAWN,PA,462,485,14997.0,55631.0,350000.0,21570.0,66845.0,187200.0,5,54151,PROGRAMMER ANALYST,MONROEVILLE-PA,317,68.61
2017Q3,CERTIFIED-WITHDRAWN,PR,4,16,22860.0,31590.0,34500.0,20155.0,27955.0,30555.0,6,5416,PROGRAMMER ANALYST,SAN JUAN-PR,4,100.0
2017Q3,CERTIFIED-WITHDRAWN,RI,31,31,30000.0,85716.0,248350.0,42557.0,84906.0,143000.0,5,44611,PHARMACY MANAGER,WOONSOCKET-RI,12,38.71
2017Q3,CERTIFIED-WITHDRAWN,SC,24,24,13000.0,34679.0,100000.0,25813.0,49826.0,79331.0,4,61131,POSTDOCTORAL SCHOLAR,CHARLESTON-SC,23,95.83
2017Q3,CERTIFIED-WITHDRAWN,SD,2,2,57900.0,151450.0,245000.0,55800.0,121500.0,187200.0,4,62211,HEMATOLOGIST / ONCOLOGIST,BROOKINGS-SD,2,100.0
2017Q3,CERTIFIED-WITHDRAWN,TN,63,64,15475.0,56423.0,189500.0,23899.0,66459.0,163134.0,5,54171,INTERNAL MEDICINE PHYSICIAN,OAK RIDGE-TN,47,74.6
2017Q3,CERTIFIED-WITHDRAWN,TX,1953,6078,13554.0,77173.0,63836240.0,19270.0,66261.0,229258.0,5,54151,PROGRAMMER ANALYST,IRVING-TX,1061,54.33
2017Q3,CERTIFIED-WITHDRAWN,UT,85,85,17611.0,43456.0,160000.0,31595.0,71393.0,196900.0,5,54151,SOFTWARE DEVELOPER,SOUTH JORDAN-UT,45,52.94
2017Q3,CERTIFIED-WITHDRAWN,VA,498,511,18850.0,44304.0,201250.0,17680.0,69073.0,178339.0,5,54151,PROGRAMMER ANALYST,HERNDON-VA,247,49.6
2017Q3,CERTIFIED-WITHDRAWN,VT,1,1,39738.0,39738.0,39738.0,56389.0,56389.0,56389.0,7,61131,ASSISTANT PROFESSOR OF HISTORY,MIDDLEBURY-VT,1,100.0
2017Q3,CERTIFIED-WITHDRAWN,WA,461,471,19760.0,66989.0,227500.0,34590.0,89037.0,198910.0,5,51121,SOFTWARE ENGINEER,REDMOND-WA,367,79.61
2017Q3,CERTIFIED-WITHDRAWN,WI,97,97,20430.0,64846.0,240054.0,35110.0,66629.0,187907.0,5,61131,RESEARCH ASSOCIATE,MILWAUKEE-WI,70,72.16
2017Q3,CERTIFIED-WITHDRAWN,WV,23,23,21840.0,44987.0,112396.0,31220.0,51073.0,88913.0,5,61131,ASSISTANT PROFESSOR,MORGANTOWN-WV,23,100.0
2017Q3,CERTIFIED-WITHDRAWN,WY,4,4,41004.0,72501.0,110000.0,50070.0,63396.0,80153.0,5,61131,ASSISTANT PROFESSOR,LARAMIE-WY,3,75.0
2017Q3,DENIED,AK,1,1,100000.0,100000.0,100000.0,125632.0,125632.0,125632.0,5,21111,CHIEF FINANCIAL OFFICER,ANCHORAGE-AK,1,100.0
2017Q3,DENIED,AL,4,4,25792.0,31318.0,45000.0,41725.0,60355.0,97074.0,6,61131,RESIDENT - PGY 1,BIRMINGHAM-AL,4,100.0
2017Q3,DENIED,AR,4,4,25000.0,45428.0,93034.0,34195.0,50223.0,88076.0,5,51821,HEAD TENNIS PRO/DIRECTOR OF JUNIOR TENNIS,RUSSELLVILLE-AR,3,75.0
2017Q3,DENIED,AZ,15,15,21674.0,64001.0,172282.0,0.0,76661.0,164653.0,5,54151,OFFICE MANAGER,SCOTTSDALE-AZ,10,66.67
2017Q3,DENIED,CA,301,792,10920.0,84073.0,3835000.0,23109.0,107487.0,3770000.0,4,54151,SOFTWARE ENGINEER,SAN FRANCISCO-CA,250,83.06
2017Q3,DENIED,CO,13,13,18250.0,64459.0,238202.0,24960.0,68485.0,216403.0,4,6111,ELEMENTARY SCHOOL TEACHER,DENVER-CO,9,69.23
2017Q3,DENIED,CT,13,13,30000.0,56635.0,123500.0,38480.0,8924831.0,115211200.0,4,61131,ARCHITECT,HAMDEN-CT,10,76.92
2017Q3,DENIED,DC,16,44,15600.0,55923.0,130418.0,29744.0,72815.0,130333.0,4,92311,SENIOR EDITOR,WASHINGTON-DC,15,93.75
2017Q3,DENIED,DE,4,13,27500.0,45270.0,72800.0,55000.0,93990.0,166400.0,4,54191,ASSOCIATE MARKETING MANAGER,WILMINGTON-DE,1,25.0
2017Q3,DENIED,FL,70,73,16900.0,46227.0,109780.0,20550.0,65464.0,106122.0,4,54151,QA AUTOMATION AND PERFORMANCE ARCHITECT,TAMPA-FL,49,70.0
2017Q3,DENIED,GA,36,37,11835.0,57982.0,480000.0,19150.0,68421.0,250224.0,4,54151,PROGRAMMER ANALYST,ATLANTA-GA,19,52.78
2017Q3,DENIED,GU,2,2,43000.0,43000.0,43000.0,41122.0,41122.0,41122.0,3,236,MECHANICAL ENGINEER,GMF BARRIGADA-GU,2,100.0
2017Q3,DENIED,HI,6,9,65000.0,98299.0,158412.0,57741.0,81737.0,104820.0,4,61131,SOLAR DESIGN ENGINEER AND DRAFTSPERSON,HONOLULU-HI,6,100.0
2017Q3,DENIED,IA,2,2,25786.0,32768.0,39750.0,51573.0,65536.0,79500.0,3,61131,OPERATIONS MANAGER,DES MOINES-IA,2,100.0
2017Q3,DENIED,ID,3,3,14000.0,21813.0,37440.0,24993.0,29239.0,37731.0,6,6111,APPRENTICE GUIDE,MERIDIAN-ID,3,100.0
2017Q3,DENIED,IL,69,84,10400.0,60617.0,239922.0,32510.0,4392409.0,297785280.0,4,5416,PROGRAMMER ANALYST,CHICAGO-IL,45,65.22
2017Q3,DENIED,IN,12,12,15132.0,49865.0,99000.0,30264.0,63864.0,100443.0,4,61131,GENERAL MANAGER,INDIANAPOLIS-IN,11,91.67
2017Q3,DENIED,KS,9,9,15750.0,38921.0,93750.0,27144.0,45639.0,79800.0,5,6112,INFORMATION TECHNOLOGY TECHNICIAN,CONCORDIA-KS,9,100.0
2017Q3,DENIED,KY,5,29,30000.0,66384.0,140000.0,49026.0,86533.0,169062.0,5,54151,"APPLICATION/DATABASE ADMINISTRATOR, ENVIRONMENTAL COMPLIANCE",LEXINGTON-KY,2,40.0
2017Q3,DENIED,LA,7,7,21000.0,72956.0,137500.0,42931.0,102960.0,249000.0,4,62111,PRACTICE MANAGER,ALEXANDRIA-LA,7,100.0
2017Q3,DENIED,MA,64,64,15673.0,55715.0,162500.0,31346.0,78807.0,152776.0,4,54151,SOFTWARE ENGINEER,BOSTON-MA,48,75.0
2017Q3,DENIED,MD,31,31,22412.0,57177.0,137684.0,17555.0,7372676.0,120966560.0,3,54151,AIRLINE PILOT,ROCKVILLE-MD,20,64.52
2017Q3,DENIED,ME,3,3,12480.0,24127.0,36500.0,18720.0,35242.0,61526.0,4,7221,CHEF DE CUISINE,ROCKLAND-ME,3,100.0
2017Q3,DENIED,MI,38,38,9000.0,53855.0,275000.0,38500.0,78085.0,187200.0,4,54151,PROGRAMMER ANALYST,TROY-MI,28,73.68
2017Q3,DENIED,MN,10,10,18540.0,62719.0,119200.0,37080.0,79620.0,134805.0,4,54151,HEALTH EDUCATOR I,BLOOMINGTON-MN,8,80.0
2017Q3,DENIED,MO,11,11,22745.0,86832.0,215000.0,41392.0,106118.0,224682.0,4,54151,PULMONARY AND CRITICAL CARE SPECIALIST,CHESTERFIELD-MO,10,90.91
2017Q3,DENIED,MS,4,4,23738.0,114017.0,183541.0,39146.0,171151.0,235990.0,4,61131,ASSISTANT PROFESSOR,JACKSON-MS,4,100.0
2017Q3,DENIED,NC,29,29,16750.0,81392.0,368600.0,31720.0,108285.0,513672.0,4,54151,APPLICATION ENGINEER,CARY-NC,17,58.62
2017Q3,DENIED,ND,2,2,30000.0,48614.0,67228.0,58115.0,62670.0,67226.0,4,11199,EMBEDDED SOFTWARE ENGINEER,FARGO-ND,2,100.0
2017Q3,DENIED,NE,3,3,25316.0,146772.0,330000.0,47740.0,102254.0,187200.0,5,61111,SECONDARY ENGLISH TEACHER,LINCOLN-NE,3,100.0
2017Q3,DENIED,NH,1,1,30900.0,30900.0,30900.0,56200.0,56200.0,56200.0,5,54151,IMPLEMENTATION CONSULTANT,NASHUA-NH,1,100.0
2017Q3,DENIED,NJ,124,129,19760.0,49775.0,250000.0,0.0,2175092.0,132431520.0,4,54151,PROGRAMMER ANALYST,EDISON-NJ,60,48.39
2017Q3,DENIED,NM,7,7,31200.0,115995.0,213000.0,31200.0,80846.0,130707.0,3,33911,CERTIFIED DENTAL LAB TECHNICIAN,ALBUQUERQUE-NM,6,85.71
2017Q3,DENIED,NV,6,6,20655.0,49109.0,98432.0,41310.0,61947.0,91868.0,5,6111,MYCOLOGIST,LAS VEGAS-NV,6,100.0
2017Q3,DENIED,NY,179,285,9655.0,53944.0,226250.0,18720.0,74176.0,284211.0,4,54151,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,NEW YORK-NY,153,85.47
2017Q3,DENIED,OH,18,27,19570.0,50017.0,97500.0,30000.0,70314.0,103979.0,4,54151,2D/3D ARTIST,CINCINNATI-OH,14,77.78
2017Q3,DENIED,OK,3,3,17680.0,34632.0,54932.0,35194.0,51057.0,63274.0,4,3391,ENVIRONMENTAL SCIENTIST/WATER QUALITY SPECIALIST,OKLAHOMA CITY-OK,2,66.67
2017Q3,DENIED,OR,18,67,13749.0,55940.0,145255.0,27498.0,72338.0,184642.0,4,54151,SENIOR OPERATIONS MANAGER,PORTLAND-OR,17,94.44
2017Q3,DENIED,PA,49,206,8600.0,76691.0,254155.0,31637.0,3308083.0,157957280.0,4,54151,SENIOR CONSULTANT,PHILADELPHIA-PA,25,51.02
2017Q3,DENIED,PR,4,4,10400.0,26600.0,45000.0,26000.0,53594.0,84802.0,4,54133,FINANCIAL MANAGER,PONCE-PR,4,100.0
2017Q3,DENIED,RI,4,4,13000.0,23270.0,33280.0,0.0,25496.0,37211.0,3,71211,MUSEUM RESEARCH TECHNICIAN,PROVIDENCE-RI,4,100.0
2017Q3,DENIED,SC,6,6,24045.0,46044.0,94800.0,28119.0,63890.0,90314.0,3,33639,FINANCE MANAGER,GREENVILLE-SC,5,83.33
2017Q3,DENIED,SD,3,3,30503.0,35727.0,46175.0,57500.0,62309.0,71926.0,3,54171,STAFF SCIENTIST,SIOUX FALLS-SD,3,100.0
2017Q3,DENIED,TN,12,15,26520.0,58427.0,122118.0,45710.0,68004.0,108368.0,5,61131,ARCHITECT I,MEMPHIS-TN,6,50.0
2017Q3,DENIED,TX,117,148,12480.0,57920.0,250000.0,24340.0,85021.0,304493.0,4,54151,SOFTWARE ENGINEER,HOUSTON-TX,93,79.49
2017Q3,DENIED,UT,14,14,17500.0,60338.0,375000.0,27040.0,49459.0,103813.0,4,42383,INTERNATIONAL SALES REPRESENTATIVE,SPRINGVILLE-UT,14,100.0
