quarter,result,fips,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2017Q4,CERTIFIED,26147,5,5,27689.0,40360.0,55120.0,55378.0,78505.0,107141.0,6,54133,PHARMACIST-IN-CHARGE,MARYSVILLE-MI,5,100.0
2017Q4,CERTIFIED,26159,1,1,48750.0,48750.0,48750.0,78333.0,78333.0,78333.0,6,4231,SENIOR PROGRAMMER ANALYST,WATERVLIET-MI,1,100.0
2017Q4,CERTIFIED,26161,370,379,16505.0,44396.0,234000.0,27726.0,73742.0,241530.0,5,54151,PROGRAMMER ANALYST,ANN ARBOR-MI,159,42.97
2017Q4,CERTIFIED,26163,405,405,17500.0,54679.0,195000.0,28330.0,81389.0,189634.0,5,54151,SOFTWARE DEVELOPER,DETROIT-MI,288,71.11
2017Q4,CERTIFIED,27003,56,56,29380.0,91671.0,161900.0,19940.0,90062.0,155800.0,5,33451,SOFTWARE ENGINEER,MINNEAPOLIS-MN,33,58.93
2017Q4,CERTIFIED,27009,1,1,43742.0,43742.0,43742.0,73798.0,73798.0,73798.0,6,33291,SR. PROJECT ENGINEER,SARTELL-MN,1,100.0
2017Q4,CERTIFIED,27019,6,6,22902.0,59734.0,75000.0,45718.0,103164.0,120640.0,5,71394,"DIRECTOR, WORKDAY OPERATIONS",CHANHASSEN-MN,5,83.33
2017Q4,CERTIFIED,27027,2,2,37535.0,52008.0,66481.0,62962.0,69016.0,75070.0,6,61131,BUSINESS DEVELOPMENT SPECIALIST,MOORHEAD-MN,1,50.0
2017Q4,CERTIFIED,27035,1,1,120184.0,120184.0,120184.0,222789.0,222789.0,222789.0,4,62111,INTERNAL MEDICINE PHYSICIAN,AITKIN-MN,1,100.0
2017Q4,CERTIFIED,27037,59,59,30000.0,48767.0,122506.0,45219.0,84323.0,109013.0,5,54151,SOFTWARE ENGINEER,EAGAN-MN,39,66.1
2017Q4,CERTIFIED,27053,382,411,18002.0,70174.0,199303.0,32906.0,84504.0,209102.0,5,54151,ASSISTANT PROFESSOR,MINNEAPOLIS-MN,282,73.82
2017Q4,CERTIFIED,27067,1,1,20598.0,20598.0,20598.0,41196.0,41196.0,41196.0,7,61111,MATHEMATICS TEACHER,WILLMAR-MN,1,100.0
2017Q4,CERTIFIED,27103,8,8,25096.0,45949.0,63201.0,50193.0,91898.0,126402.0,6,61131,ASSOCIATE PROFESSOR OF  FINANCE,MANKATO-MN,8,100.0
2017Q4,CERTIFIED,27109,46,46,23056.0,55681.0,224994.0,40373.0,85279.0,297544.0,5,61131,CLINICAL RESIDENT,ROCHESTER-MN,36,78.26
2017Q4,CERTIFIED,27119,2,2,29037.0,110718.0,192400.0,58074.0,107526.0,156978.0,5,62111,RESEARCH AND DEVELOPMENT SPECIALIST,CROOKSTON-MN,2,100.0
2017Q4,CERTIFIED,27123,61,61,27500.0,50927.0,141100.0,37440.0,84560.0,140130.0,6,54151,SOFTWARE ENGINEER,WOODBURY-MN,32,52.46
2017Q4,CERTIFIED,27127,1,1,100000.0,100000.0,100000.0,37045.0,37045.0,37045.0,6,62211,PEDIATRICIAN,MARSHALL-MN,1,100.0
2017Q4,CERTIFIED,27131,1,1,31491.0,31491.0,31491.0,54475.0,54475.0,54475.0,6,61131,VISITING PROFESSOR IN PSYCHOLOGY,NORTHFIELD-MN,1,100.0
2017Q4,CERTIFIED,27135,1,1,24500.0,24500.0,24500.0,48901.0,48901.0,48901.0,7,81311,YOUTH PASTOR,ROSEAU-MN,1,100.0
2017Q4,CERTIFIED,27139,6,6,32500.0,53931.0,117463.0,41974.0,80458.0,108638.0,6,31123,QUALITY & FOOD SAFETY SCIENTIST,LAKEVILLE-MN,5,83.33
2017Q4,CERTIFIED,27145,2,2,28928.0,110664.0,192400.0,57855.0,122528.0,187200.0,5,62111,ASSISTANT PROFESSOR,ST. CLOUD-MN,2,100.0
2017Q4,CERTIFIED,27149,2,2,25000.0,26000.0,27000.0,36046.0,44844.0,53643.0,5,11212,ANIMAL SCIENTIST,MORRIS-MN,2,100.0
2017Q4,CERTIFIED,27163,5,5,35860.0,51678.0,57096.0,69100.0,97182.0,109013.0,6,54151,BUSINESS SYSTEMS ANALYST,OAKDALE-MN,5,100.0
2017Q4,CERTIFIED,28001,1,1,17430.0,17430.0,17430.0,34861.0,34861.0,34861.0,6,61111,TEACHER'S AIDE/FOREIGN LANGUAGE/ELEMENTARY & PRESC,NATCHEZ-MS,1,100.0
2017Q4,CERTIFIED,28003,1,1,285000.0,285000.0,285000.0,171434.0,171434.0,171434.0,6,62111,INVASIVE AND INTERVENTIONAL CARDIOLOGIST,CORINTH-MS,1,100.0
2017Q4,CERTIFIED,28011,2,2,34663.0,56332.0,78000.0,45240.0,49785.0,54330.0,5,62111,ASSISTANT PROFESSOR OF BIOLOGY,CLEVELAND-MS,2,100.0
2017Q4,CERTIFIED,28015,1,1,35000.0,35000.0,35000.0,36254.0,36254.0,36254.0,4,33521,SENIOR WEB DEVELOPER,GREENWOOD-MS,1,100.0
2017Q4,CERTIFIED,28027,1,1,19972.0,19972.0,19972.0,38170.0,38170.0,38170.0,6,61111,SECONDARY SCHOOL TEACHER,CLARKSDALE-MS,1,100.0
2017Q4,CERTIFIED,28033,1,1,27778.0,27778.0,27778.0,55557.0,55557.0,55557.0,8,42361,DATABASE ADMINISTRATOR,SOUTHAVEN-MS,1,100.0
2017Q4,CERTIFIED,28035,2,2,15000.0,18750.0,22500.0,26146.0,33728.0,41309.0,6,61131,STAFF ACCOMPANIST,HATTIESBURG-MS,2,100.0
2017Q4,CERTIFIED,28047,1,1,70978.0,70978.0,70978.0,66955.0,66955.0,66955.0,6,2362,BIM COORDINATOR AND SCHEDULER,BILOXI-MS,1,100.0
2017Q4,CERTIFIED,28049,16,18,21164.0,95582.0,188250.0,42328.0,141864.0,235990.0,5,61131,ASSISTANT PROFESSOR,JACKSON-MS,15,93.75
2017Q4,CERTIFIED,28063,2,2,30000.0,40708.0,51415.0,53640.0,57616.0,61593.0,6,61131,INTERIM CHAIR/PROFESSOR - ADVANCED TECHNOLOGIES,ALCORN STATE-MS,2,100.0
2017Q4,CERTIFIED,28067,2,2,150000.0,160000.0,170000.0,54413.0,120806.0,187200.0,6,62211,GENERAL SURGEON,LAUREL-MS,2,100.0
2017Q4,CERTIFIED,28071,4,4,23733.0,38466.0,50130.0,34810.0,52565.0,70140.0,5,61131,ASSISTANT PROFESSOR OF PHARMACY ADMINISTRATION,UNIVERSITY-MS,4,100.0
2017Q4,CERTIFIED,28073,2,2,130000.0,162500.0,195000.0,54413.0,63773.0,73133.0,6,62211,APPLICATION SUPPORT ENGINEER,HATTIESBURG-MS,2,100.0
2017Q4,CERTIFIED,28075,2,2,22648.0,64656.0,106665.0,37553.0,65442.0,93330.0,5,61111,ELEMENTARY MUSIC TEACHER,MERIDIAN-MS,2,100.0
2017Q4,CERTIFIED,28089,9,9,27500.0,38914.0,52500.0,52998.0,72846.0,89107.0,6,54151,SENIOR PROGRAMMER ANALYST,RIDGELAND-MS,2,22.22
2017Q4,CERTIFIED,28093,2,2,92500.0,93400.0,94300.0,55411.0,57491.0,59571.0,6,4422,GENERAL OPERATIONS MANAGER,OLIVE BRANCH-MS,1,50.0
2017Q4,CERTIFIED,28105,12,12,22000.0,39854.0,63500.0,42286.0,61660.0,90417.0,6,61131,ASSISTANT PROFESSOR,MISS. STATE-MS,12,100.0
2017Q4,CERTIFIED,28121,3,3,28698.0,38374.0,46000.0,57138.0,72946.0,80850.0,6,52411,CHIEF CLINICAL DIETICIAN,FLOWOOD-MS,2,66.67
2017Q4,CERTIFIED,28133,1,1,19085.0,19085.0,19085.0,38170.0,38170.0,38170.0,6,61111,SECONDARY SCHOOL TEACHER,INDIANOLA-MS,1,100.0
2017Q4,CERTIFIED,28139,1,1,33500.0,33500.0,33500.0,56000.0,56000.0,56000.0,7,33712,INTERNATIONAL SUPPLY CHAIN MANAGER,RIPLEY-MS,1,100.0
2017Q4,CERTIFIED,29007,1,1,19000.0,19000.0,19000.0,31000.0,31000.0,31000.0,6,61111,HISTORY INSTRUCTOR,MEXICO-MO,1,100.0
2017Q4,CERTIFIED,29009,1,1,117500.0,117500.0,117500.0,110365.0,110365.0,110365.0,7,54151,"SOFTWARE ENGINEERING, SUPERVISOR",MONETT-MO,1,100.0
2017Q4,CERTIFIED,29019,24,24,21500.0,52799.0,310000.0,35173.0,62805.0,153190.0,6,61131,ASSISTANT PROFESSOR,COLUMBIA-MO,21,87.5
2017Q4,CERTIFIED,29021,1,1,42500.0,42500.0,42500.0,36810.0,36810.0,36810.0,4,61131,ASSISTANT PROFESSOR OF FINANCE,ST. JOSEPH-MO,1,100.0
2017Q4,CERTIFIED,29031,1,1,36324.0,36324.0,36324.0,71635.0,71635.0,71635.0,6,54161,DIGITAL PROGRAM MANAGER,CAPE GIRARDEAU-MO,1,100.0
2017Q4,CERTIFIED,29047,4,4,35360.0,84090.0,137500.0,50877.0,97204.0,156770.0,5,72111,ART DIRECTOR,KANSAS CITY-MO,4,100.0
2017Q4,CERTIFIED,29051,4,4,40000.0,45150.0,51350.0,75941.0,85509.0,102669.0,6,54151,SR. PROGRAMMER ANALYST,JEFFERSON CITY-MO,1,25.0
2017Q4,CERTIFIED,29063,1,1,24898.0,24898.0,24898.0,49795.0,49795.0,49795.0,6,62111,MEDICAL TECHNOLOGIST,CAMERON-MO,1,100.0
2017Q4,CERTIFIED,29065,1,1,75002.0,75002.0,75002.0,57491.0,57491.0,57491.0,6,54171,QUALITY ENGINEER,ROLLA-MO,1,100.0
2017Q4,CERTIFIED,29071,29,29,30000.0,39852.0,55000.0,57533.0,75363.0,92768.0,6,5415,PROGRAMMER ANALYST,CHESTERFIELD-MO,14,48.28
2017Q4,CERTIFIED,29077,10,10,26312.0,131528.0,343200.0,52624.0,132392.0,225971.0,6,62211,PSYCHIATRIST,SPRINGFIELD-MO,10,100.0
2017Q4,CERTIFIED,29083,3,3,135200.0,228400.0,275000.0,130666.0,175011.0,199430.0,7,62111,PSYCHIATRIST,CLINTON-MO,3,100.0
2017Q4,CERTIFIED,29095,140,140,15954.0,58839.0,234104.0,31907.0,88138.0,253261.0,5,54151,SOFTWARE ARCHITECT,KANSAS CITY-MO,113,80.71
2017Q4,CERTIFIED,29097,3,3,53903.0,78186.0,118764.0,56310.0,92215.0,112528.0,5,32412,ASSISTANT PROFESSOR OF PHYSICS,JOPLIN-MO,1,33.33
2017Q4,CERTIFIED,29099,1,1,92000.0,92000.0,92000.0,91624.0,91624.0,91624.0,7,33351,INDUSTRIAL ENGINEER,ARNOLD-MO,1,100.0
2017Q4,CERTIFIED,29101,2,2,32500.0,42250.0,52000.0,56534.0,70948.0,85363.0,7,54151,DATA ANALYST,WARRENSBURG-MO,1,50.0
2017Q4,CERTIFIED,29127,4,4,23317.0,119492.0,215667.0,46634.0,113984.0,181334.0,6,62111,MEDICAL LABORATORY SCIENTIST,HANNIBAL-MO,4,100.0
2017Q4,CERTIFIED,29145,2,4,54101.0,94376.0,134650.0,108202.0,131102.0,154003.0,6,62211,HOSPITALIST,JOPLIN-MO,2,100.0
2017Q4,CERTIFIED,29151,5,5,27706.0,31290.0,35807.0,55411.0,62580.0,71614.0,6,51821,LEAD ENGINEER,JEFFERSON CITY-MO,3,60.0
2017Q4,CERTIFIED,29157,1,1,27976.0,27976.0,27976.0,52645.0,52645.0,52645.0,4,62211,MEDICAL TECHNOLOGIST,PERRYVILLE-MO,1,100.0
2017Q4,CERTIFIED,29159,3,3,61000.0,72500.0,90000.0,57491.0,63918.0,76773.0,5,62211,QUALITY ENGINEER II,SEDALIA-MO,3,100.0
2017Q4,CERTIFIED,29161,2,2,27518.0,28761.0,30004.0,32365.0,39978.0,47590.0,6,61131,VISITING ASSISTANT RESEARCH PROFESSOR,ROLLA-MO,2,100.0
2017Q4,CERTIFIED,29165,3,3,25000.0,38836.0,46509.0,49629.0,67247.0,93018.0,5,42451,MARKET RESEARCH ANALYST,KANSAS CITY-MO,1,33.33
2017Q4,CERTIFIED,29183,14,14,25556.0,45268.0,69016.0,48589.0,73522.0,92768.0,4,54151,PROGRAMMER ANALYST,SAINT PETERS-MO,12,85.71
2017Q4,CERTIFIED,29189,333,361,20000.0,71332.0,197500.0,35963.0,89182.0,187200.0,5,54151,PROGRAMMER ANALYST,ST. LOUIS-MO,129,38.74
2017Q4,CERTIFIED,29217,1,1,27123.0,27123.0,27123.0,54246.0,54246.0,54246.0,4,61121,COORDINATOR OF SPIRITUAL LIFE & CAMPUS DIVERSITY,NEVADA-MO,1,100.0
2017Q4,CERTIFIED,29510,61,61,17828.0,47971.0,165000.0,21528.0,60959.0,120474.0,5,61131,POSTDOCTORAL RESEARCH ASSOCIATE,ST. LOUIS-MO,53,86.89
2017Q4,CERTIFIED,30005,1,1,26645.0,26645.0,26645.0,53290.0,53290.0,53290.0,6,61131,"ASSISTANT PROFESSOR, CRIMINAL JUSTICE",HAVRE-MT,1,100.0
2017Q4,CERTIFIED,30013,1,1,113447.0,113447.0,113447.0,26894.0,26894.0,26894.0,6,62199,MEDICAL PHYSICIST,GREAT FALLS-MT,1,100.0
2017Q4,CERTIFIED,30031,4,4,22500.0,37356.0,56426.0,40123.0,51311.0,74663.0,5,61131,ASSISTANT PROFESSOR OF FISHERIES ECOPHYSIOLOGY,BOZEMAN-MT,4,100.0
2017Q4,CERTIFIED,30041,1,1,45000.0,45000.0,45000.0,51563.0,51563.0,51563.0,5,52229,SENIOR CREDIT RISK ANALYST,BOX ELDER-MT,1,100.0
2017Q4,CERTIFIED,30047,1,1,9360.0,9360.0,9360.0,18450.0,18450.0,18450.0,6,51912,YOUTH SERVICES LIBRARIAN,RONAN-MT,1,100.0
2017Q4,CERTIFIED,30049,1,1,41650.0,41650.0,41650.0,83242.0,83242.0,83242.0,6,52519,SOFTWARE ENGINEER INTERMEDIATE,HELENA-MT,1,100.0
2017Q4,CERTIFIED,30063,2,2,21250.0,36443.0,51636.0,40123.0,42775.0,45427.0,6,61131,RESEARCH ASSOCIATE (12110.9),MISSOULA-MT,2,100.0
2017Q4,CERTIFIED,30085,1,1,21324.0,21324.0,21324.0,42647.0,42647.0,42647.0,6,6117,ELEMENTARY SPECIAL EDUCATION TEACHER,POPLAR-MT,1,100.0
2017Q4,CERTIFIED,30093,2,2,33293.0,41646.0,50000.0,62962.0,64774.0,66586.0,5,61131,ASSISTANT PROFESSOR OF GENERAL ENGINEERING,BUTTE-MT,2,100.0
2017Q4,CERTIFIED,30111,3,5,175000.0,191667.0,200000.0,187200.0,203175.0,211578.0,4,62211,MEDICAL ONCOLOGIST,BILLINGS-MT,2,66.67
2017Q4,CERTIFIED,31019,3,3,34169.0,63056.0,115000.0,52437.0,75482.0,107640.0,6,61131,ASSISTANT PROFESSOR,KEARNEY-NE,3,100.0
2017Q4,CERTIFIED,31031,1,1,24960.0,24960.0,24960.0,46675.0,46675.0,46675.0,6,62111,MEDICAL TECHNOLOGIST,BENKELMAN-NE,1,100.0
2017Q4,CERTIFIED,31055,198,198,21454.0,85819.0,350000.0,39021.0,90869.0,172016.0,5,54151,SOFTWARE ENGINEER,OMAHA-NE,92,46.46
2017Q4,CERTIFIED,31095,2,2,27248.0,27248.0,27248.0,50190.0,50190.0,50190.0,6,62311,CLINICAL NURSE MANAGER,FAIRBURY-NE,2,100.0
2017Q4,CERTIFIED,31109,20,20,21008.0,46186.0,212500.0,30909.0,54229.0,91520.0,5,61131,POST DOCTORAL RESEARCH ASSOCIATE,LINCOLN-NE,18,90.0
2017Q4,CERTIFIED,31123,1,1,22360.0,22360.0,22360.0,44075.0,44075.0,44075.0,6,6221,MEDICAL LABORATORY SCIENTIST,BRIDGEPORT-NE,1,100.0
2017Q4,CERTIFIED,31127,1,1,24419.0,24419.0,24419.0,46093.0,46093.0,46093.0,4,62211,MEDICAL TECHNOLOGIST,AUBURN-NE,1,100.0
2017Q4,CERTIFIED,31153,5,5,27405.0,51481.0,75000.0,54288.0,93309.0,127941.0,5,54191,BUSINESS SYSTEMS ANALYST,PAPILLION-NE,2,40.0
2017Q4,CERTIFIED,31179,2,2,55328.0,55328.0,55328.0,52187.0,52187.0,52187.0,4,62211,MEDICAL TECHNOLOGIST,PENDER-NE,2,100.0
2017Q4,CERTIFIED,31181,1,1,32427.0,32427.0,32427.0,64854.0,64854.0,64854.0,4,6221,TRAUMA NURSE COORDINATOR,RED CLOUND-NE,1,100.0
2017Q4,CERTIFIED,32003,82,82,16151.0,72411.0,212940.0,32302.0,89775.0,284731.0,5,51121,SOFTWARE ENGINEER,LAS VEGAS-NV,66,80.49
2017Q4,CERTIFIED,32005,1,1,47500.0,47500.0,47500.0,94827.0,94827.0,94827.0,6,54161,SENIOR CONSULTANT,STATELINE-NV,1,100.0
2017Q4,CERTIFIED,32007,2,2,60000.0,71250.0,82500.0,74318.0,97104.0,119891.0,6,21222,BUSINESS ANALYST III,ELKO-NV,2,100.0
2017Q4,CERTIFIED,32013,1,1,68732.0,68732.0,68732.0,80392.0,80392.0,80392.0,6,21223,"DIRECTOR, INFORMATION TECHNOLOGY",VALMY-NV,1,100.0
2017Q4,CERTIFIED,32019,2,3,37500.0,54750.0,72000.0,65998.0,76367.0,86736.0,5,11121,AGRONOMIST,YERINGTON-NV,2,100.0
2017Q4,CERTIFIED,32021,1,1,27888.0,27888.0,27888.0,53290.0,53290.0,53290.0,6,62111,ED COORDINATOR,HAWTHORNE-NV,1,100.0
2017Q4,CERTIFIED,32023,1,1,78000.0,78000.0,78000.0,100485.0,100485.0,100485.0,7,21222,TECHNICAL SERVICES MANAGER,ROUND MOUNTAIN-NV,1,100.0
2017Q4,CERTIFIED,32031,17,17,28000.0,65792.0,225000.0,37240.0,85936.0,195083.0,6,61131,"SENIOR, FINANCIAL OPERATIONS",RENO-NV,10,58.82
2017Q4,CERTIFIED,32033,1,1,114349.0,114349.0,114349.0,103418.0,103418.0,103418.0,7,21239,ELECTRICAL ENGINEER,RUTH-NV,1,100.0
2017Q4,CERTIFIED,32510,3,3,37574.0,94059.0,130000.0,74318.0,137855.0,232045.0,5,56111,IT PROFESSIONAL 3,CARSON CITY-NV,1,33.33
2017Q4,CERTIFIED,33001,3,3,28153.0,58202.0,117500.0,56306.0,77986.0,119746.0,5,32629,CONTINUOUS IMPROVEMENT SPECIALIST,LACONIA-NH,3,100.0
2017Q4,CERTIFIED,33005,7,7,27428.0,51860.0,66000.0,46550.0,96868.0,131997.0,5,42441,SENIOR ANALYST- OTC & PRICING,KEENE-NH,5,71.43
2017Q4,CERTIFIED,33007,2,2,29224.0,29224.0,29224.0,56846.0,56846.0,56846.0,6,62211,MEDICAL TECHNOLOGIST,LANCASTER-NH,2,100.0
2017Q4,CERTIFIED,33009,13,15,51000.0,129018.0,299404.0,33842.0,76014.0,193648.0,5,61131,ASSISTANT PROFESSOR,HANOVER-NH,11,84.62
2017Q4,CERTIFIED,33011,81,103,24213.0,52272.0,140000.0,41933.0,82979.0,262122.0,5,54151,SOFTWARE ENGINEER,NASHUA-NH,17,20.99
2017Q4,CERTIFIED,33013,3,3,52500.0,113000.0,217500.0,48506.0,114019.0,187200.0,5,61131,"ASSISTANT VICE PRESIDENT, MACHINE LEARNING AND DATA SCIENCE",MANCHESTER-NH,3,100.0
2017Q4,CERTIFIED,33015,21,23,28060.0,117205.0,366100.0,45094.0,128966.0,271100.0,6,54151,ORAL & MAXILLOFACIAL SURGEON (ADULT & PEDIATRIC),SALEM-NH,10,47.62
2017Q4,CERTIFIED,33017,3,3,25000.0,44900.0,69500.0,49462.0,85091.0,139000.0,6,61131,POSTDOCTORAL RESEARCHER,DURHAM-NH,3,100.0
2017Q4,CERTIFIED,33019,4,4,93600.0,93600.0,93600.0,128798.0,128798.0,128798.0,6,62121,DENTIST,CLAREMONT-NH,4,100.0
2017Q4,CERTIFIED,34001,5,5,27500.0,34219.0,42500.0,46430.0,60154.0,73486.0,4,6213,EMERGENCY MANAGEMENT DIRECTOR,ATLANTIC CITY-NJ,5,100.0
2017Q4,CERTIFIED,34003,365,366,19323.0,67552.0,192500.0,29120.0,84087.0,158184.0,5,54151,PROGRAMMER ANALYST,MONTVALE-NJ,209,57.26
2017Q4,CERTIFIED,34005,57,57,30000.0,49715.0,112582.0,38938.0,85344.0,191422.0,5,54151,PROGRAMMER ANALYST,MOUNT LAUREL-NJ,18,31.58
2017Q4,CERTIFIED,34007,56,56,17888.0,58155.0,111319.0,35776.0,78879.0,106392.0,5,54151,SOFTWARE DEVELOPER,CHERRY HILL-NJ,39,69.64
2017Q4,CERTIFIED,34009,1,1,44127.0,44127.0,44127.0,69638.0,69638.0,69638.0,6,92711,STRUCTURAL TEST ENGINEER,CAPE MAY COURT HOUSE-NJ,1,100.0
2017Q4,CERTIFIED,34011,1,1,36771.0,36771.0,36771.0,64085.0,64085.0,64085.0,6,32721,PROCESS IMPROVEMENT ENGINEER,MILLVILLE-NJ,1,100.0
2017Q4,CERTIFIED,34013,206,206,18492.0,77685.0,202800.0,25168.0,91359.0,222061.0,5,54151,SENIOR APPLICATION DEVELOPER,NEWARK-NJ,93,45.15
2017Q4,CERTIFIED,34015,4,4,16900.0,38398.0,63471.0,33613.0,63710.0,126942.0,5,61131,SUPPLY CHAIN ANALYST,GLASSBORO-NJ,3,75.0
2017Q4,CERTIFIED,34017,1486,7758,18959.0,58354.0,512500.0,32240.0,82769.0,246542.0,5,54121,ADVISORY SENIOR,SECAUCUS-NJ,296,19.92
2017Q4,CERTIFIED,34019,8,8,32500.0,47610.0,93002.0,41730.0,72556.0,88005.0,5,54151,COMPUTER PROGRAMMER,FLEMINGTON-NJ,5,62.5
2017Q4,CERTIFIED,34021,834,843,21000.0,46603.0,165000.0,30992.0,80320.0,233626.0,5,54151,SOFTWARE DEVELOPER,PRINCETON-NJ,256,30.7
2017Q4,CERTIFIED,34023,4855,5326,16255.0,45363.0,207191.0,18616.0,75814.0,197808.0,5,54151,PROGRAMMER ANALYST,EDISON-NJ,786,16.19
2017Q4,CERTIFIED,34025,149,149,24000.0,73561.0,140400.0,46572.0,86019.0,133016.0,5,54151,JAVA DEVELOPER,RED BANK-NJ,61,40.94
2017Q4,CERTIFIED,34027,266,268,19698.0,56577.0,187200.0,39395.0,89221.0,220522.0,5,54151,SOFTWARE DEVELOPER,PARSIPPANY-NJ,115,43.23
2017Q4,CERTIFIED,34029,30,30,30000.0,67006.0,96720.0,40269.0,72945.0,94370.0,5,62134,OCCUPATIONAL THERAPIST,LAKEWOOD-NJ,15,50.0
2017Q4,CERTIFIED,34031,27,27,19302.0,68574.0,157150.0,38605.0,87827.0,138466.0,5,54151,PROGRAMMER ANALYST,CLIFTON-NJ,22,81.48
2017Q4,CERTIFIED,34033,1,1,40862.0,40862.0,40862.0,81723.0,81723.0,81723.0,6,31142,E-COMMERCE EDI DEVELOPER,CARNEYS POINT-NJ,1,100.0
2017Q4,CERTIFIED,34035,692,2451,22360.0,51326.0,191695.0,34757.0,82421.0,172890.0,5,54151,SYSTEMS ANALYST,SOMERSET-NJ,176,25.43
2017Q4,CERTIFIED,34037,5,5,48000.0,53510.0,60000.0,83491.0,94428.0,104874.0,5,52412,IT TEAM LEAD APPLICATION DEVELOPER,BRANCHVILLE-NJ,3,60.0
2017Q4,CERTIFIED,34039,1386,1426,23514.0,45184.0,160144.0,30992.0,79643.0,200720.0,5,54151,PROGRAMMER ANALYST,PISCATAWAY-NJ,355,25.61
2017Q4,CERTIFIED,35001,60,60,16310.0,139652.0,499990.0,27664.0,106573.0,242923.0,5,54151,STAFF CONSULTANT,ALBUQUERQUE-NM,38,63.33
2017Q4,CERTIFIED,35005,3,3,27040.0,29013.0,30000.0,37565.0,50974.0,57678.0,5,44111,MARKETING MANAGER,ROSWELL-NM,3,100.0
2017Q4,CERTIFIED,35006,1,1,40000.0,40000.0,40000.0,78250.0,78250.0,78250.0,6,62211,PRACTICE HEALTH ADMINISTRATOR,GRANTS-NM,1,100.0
2017Q4,CERTIFIED,35007,1,1,14560.0,14560.0,14560.0,21570.0,21570.0,21570.0,4,71392,SKI SCHOOL SUPERVISOR,ANGEL FIRE-NM,1,100.0
2017Q4,CERTIFIED,35013,12,12,16508.0,48718.0,180000.0,31283.0,66324.0,137862.0,5,61131,ASSISTANT PROFESSOR,LAS CRUCES-NM,12,100.0
2017Q4,CERTIFIED,35025,1,1,95000.0,95000.0,95000.0,159370.0,159370.0,159370.0,6,62121,DENTIST,HOBBS-NM,1,100.0
2017Q4,CERTIFIED,35028,5,5,19344.0,48316.0,70002.0,38688.0,56252.0,72405.0,6,5417,POSTDOCTORAL RESEARCH SCIENTIST,LOS ALAMOS-NM,5,100.0
2017Q4,CERTIFIED,35031,16,16,12500.0,16856.0,17851.0,17370.0,33186.0,35702.0,5,61111,PUBLIC SCHOOL TEACHER,GALLUP-NM,16,100.0
2017Q4,CERTIFIED,35041,2,2,32970.0,42091.0,51212.0,46420.0,56180.0,65940.0,5,61131,ASSISTANT PROFESSOR OF ELECTRONIC ENGINEERING TECHNOLOGY,PORTALES-NM,2,100.0
2017Q4,CERTIFIED,35045,1,1,47250.0,47250.0,47250.0,36301.0,36301.0,36301.0,7,61111,HIGH SCHOOL TEACHER,SHIPROCK-NM,1,100.0
2017Q4,CERTIFIED,35049,5,5,23681.0,32943.0,53674.0,47362.0,64202.0,105810.0,5,61111,"TEACHER, ELEMENTARY",SANTA FE-NM,4,80.0
2017Q4,CERTIFIED,35051,1,1,70200.0,70200.0,70200.0,61672.0,61672.0,61672.0,6,62211,ASSISTANT CHIEF FINANCIAL OFFICER,TRUTH OR CONSEQUENCE-NM,1,100.0
2017Q4,CERTIFIED,35053,3,3,20500.0,51527.0,67080.0,39410.0,52007.0,67080.0,5,61131,ASSISTANT PROFESSOR,SOCORRO-NM,3,100.0
2017Q4,CERTIFIED,35061,1,1,120000.0,120000.0,120000.0,57678.0,57678.0,57678.0,6,54194,VETERINARIAN,VEGUITA-NM,1,100.0
2017Q4,CERTIFIED,36001,60,69,21000.0,51325.0,140480.0,39229.0,79463.0,141690.0,5,54151,"SOFTWARE DEVELOPER, APPLICATIONS",ALBANY-NY,43,71.67
2017Q4,CERTIFIED,36003,1,1,74434.0,74434.0,74434.0,67267.0,67267.0,67267.0,6,92612,MECHANICAL ENGINEER,HORNELL-NY,1,100.0
2017Q4,CERTIFIED,36005,73,73,23000.0,44548.0,171600.0,30992.0,73522.0,185910.0,5,62211,RESEARCH FELLOW,BRONX-NY,73,100.0
2017Q4,CERTIFIED,36007,8,8,23500.0,45719.0,85000.0,39229.0,70852.0,121451.0,5,61131,PROGRAMMER ANALYST,BINGHAMTON-NY,8,100.0
2017Q4,CERTIFIED,36009,4,4,116702.0,194375.0,220341.0,44429.0,125518.0,190944.0,6,62211,FAMILY MEDICINE PHYSICIAN,OLEAN-NY,4,100.0
2017Q4,CERTIFIED,36011,1,1,23750.0,23750.0,23750.0,44639.0,44639.0,44639.0,8,61131,VISITING ASSISTANT PROFESSOR OF CRIMINAL JUSTICE,AURORA-NY,1,100.0
2017Q4,CERTIFIED,36013,2,2,36000.0,63000.0,90000.0,72000.0,99118.0,126235.0,6,61131,ASSISTANT PROFESSOR OF COMPUTER AND INFORMATION SCIENCE,FREDONIA-NY,2,100.0
2017Q4,CERTIFIED,36015,1,1,36254.0,36254.0,36254.0,72509.0,72509.0,72509.0,4,32611,SOFTWARE ENGINEER,ELMIRA-NY,1,100.0
2017Q4,CERTIFIED,36017,3,3,41048.0,50009.0,62500.0,66186.0,79338.0,98488.0,6,31151,TREASURY MANAGER,NORWICH-NY,3,100.0
